id,visitAreaNm,radNmAddr,visitAreaTypeCd,hashtags,time,contact,info,fare,description,imageUrl
CONT_000000000500518,장생의 숲길,제주특별자치도 제주시 명림로 584,자연관광지,#평온한산책 #자연의숨결 #힐링포인트 #푸르른초록 #마음의안식 #자연속에서 #자연과함께 #숲속의여유 #자연의노래 #숲속산책 #자연의품속 #초록의숨결 #자연의선물 #숲속의향기 #자연속힐링,,(+82) 064-728-3631,"공용주차장,화장실",,"장생의 숲길은 천혜의 자연경관과 청정한 공기를 자랑하는 힐링 명소입니다. 울창한 숲과 다양한 식물들이 어우러져 산책하는 내내 마음의 평안을 느낄 수 있습니다. 계절마다 색다른 매력을 선사하는 이곳은, 봄에는 꽃잔치, 여름에는 푸른 녹음, 가을에는 단풍의 향연, 겨울에는 고요한 설경을 만끽할 수 있습니다. 자연의 소리와 함께 걷다 보면 일상에서 지친 몸과 마음이 치유되는 경험을 하실 수 있을 것입니다. 가족, 친구, 연인과 함께 소중한 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3d6b83bb-56b0-4e09-a17f-d0195815a69b.jpg
CNTS_200000000007281,정모시쉼터,제주특별자치도 서귀포시 부두로5번길 9,자연관광지,#평온한쉼터 #자연속힐링 #감성여행 #마음의안식처 #편안한시간 #여유로운하루 #자유로운기분 #조용한풍경 #심신의안정 #정적인아름다움 #소소한행복 #내면의평화 #힐링포인트 #맑은기운 #자연의품속,,,,무료,"정모시쉼터는 서귀포의 아름다움을 만끽할 수 있는 휴식처로, 편안한 분위기와 따뜻한 환대를 자랑합니다. 이곳은 일상의 소란에서 벗어나 자연과 하나 되는 경험을 선사합니다. 특히, 아침 햇살이 비추는 바다 풍경은 잊을 수 없는 감동을 안겨드립니다. 다양한 편의시설과 함께 제주 특유의 감성을 담은 인테리어가 돋보이는 정모시쉼터는 마음을 편안하게 해주는 완벽한 장소입니다. 꼭 한번 방문하셔서 여유로운 시간을 보내보시길 권해드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/31/d02b1d49-7910-418e-a79e-6adc89bac4bb.jpg
CNTS_000000000019305,정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,역사유적지,#고요한시간 #전통의숨결 #문화의향기 #시간의흐름 #역사깊은곳 #고전의멋 #평화로운순간 #잔잔한감동 #고요한쉼터 #고풍스러운 #마음의안식처 #정겨운기억 #잃어버린시간 #고즈넉한여행 #감성여행,,(+82) 064-787-1324,,,"정의향교는 조선시대 교육과 유교 문화를 체험할 수 있는 역사적인 장소입니다. 고즈넉한 한옥 건축물과 오래된 나무들이 어우러져 고요한 분위기를 자아내며, 산책을 즐기기에 안성맞춤입니다. 특히, 봄과 가을에는 아름다운 자연 경관과 함께 고전적인 아름다움을 만끽하실 수 있습니다. 한옥의 특유의 매력을 느낄 수 있는 이곳에서 옛 선비들의 학문 열정을 체험해보세요. 정의향교를 방문하시면 유교 문화에 대한 더욱 깊은 이해와 함께 특별한 추억을 만드실 수 있을 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/01b10fd1-cfa6-4eee-92f5-cc0f8bb3255c.jpg
CONT_000000000500513,정의현 일관헌,제주특별자치도 서귀포시 표선면 성읍리 690,역사유적지,#역사의흐름 #고요한풍경 #문화유산 #시간의흔적 #전통의미 #고즈넉한아침 #역사탐방 #감동의순간 #평온한마음 #고전의기품 #추억의장소 #감성여행 #마음의안식처 #조용한감동 #아름다운역사,,(+82) 064-760-2505,"공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,"정의현 일관헌은 제주도의 역사와 문화를 고스란히 느낄 수 있는 특별한 장소입니다. 이곳에서는 조선시대 제주 목사들이 행정을 보고했던 관아 건물을 직접 보실 수 있습니다. 아름다운 전통 건축물과 고즈넉한 정원은 마치 시간이 멈춘 듯한 인상을 줍니다. 또한, 일관헌에서는 다양한 역사적 유물과 문서를 통해 과거 제주 지역의 생활상을 엿볼 수 있는 전시도 진행됩니다. 제주도의 풍부한 역사와 문화에 관심이 있으시다면, 정의현 일관헌을 꼭 방문해보시길 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/01252291-54ed-4449-b269-08a32ed0234a.jpg
CNTS_000000000022040,제라진어드벤쳐,제주특별자치도 제주시 조천읍 선교로 33,레저스포츠,#모험가득한 #짜릿한체험 #아드레날린폭발 #스릴넘치는 #신선한경험 #도전정신 #용기필요 #색다른여행 #활력충전 #역동적인하루 #흥미진진한 #강렬한인상 #기억에남는 #새로운발견 #에너지넘치는,"['평일: 10:00~18:00', '주말: 10:00~18:00']",(+82) 0507-1363-3900,"화장실,무료 WIFI,현금결제,카드결제,공용주차장","유료,투어체험 1인 49,000원 등","제라진어드벤쳐는 제주에서의 특별한 모험을 꿈꾸는 분들께 완벽한 장소입니다. 다양한 액티비티와 체험 프로그램이 준비되어 있어 가족, 친구, 연인 모두가 즐길 수 있습니다. 아름다운 자연 경관과 함께 짜릿한 어드벤처를 경험하며 일상의 스트레스를 날려보세요. 친절한 직원들이 안전하고 즐거운 시간을 보장해드립니다. 제라진어드벤쳐에서 잊지 못할 제주 여행의 추억을 만들어 보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/26/89eba570-d238-4a25-9b3e-02c4db8896d5.jpg
CNTS_200000000014288,제라펫,제주특별자치도 제주시 용담로20길 28,테마파크,#독특한경험 #새로운만남 #반려동물과함께 #따뜻한환대 #편안한쉼터 #귀여운친구들 #힐링공간 #사랑스러운순간 #특별한추억 #행복한시간 #마음의안식처 #웃음이넘치는곳 #평온한시간 #친근한분위기 #즐거운교감,"['평일: 13:00~19:00', '주말: 13:00~19:00']",,"공용주차장,화장실,무료 WIFI",,"제라펫은 반려동물과 함께 즐길 수 있는 특별한 공간입니다. 아늑한 카페 분위기 속에서 맛있는 음료와 디저트를 즐기실 수 있으며, 사랑스러운 반려동물과 함께라면 더욱 특별한 추억을 만드실 수 있습니다. 또한, 반려동물을 위한 다양한 용품과 서비스도 제공되어 편리함을 더해드립니다. 반려동물과 함께 편안한 시간을 보내고 싶은 분들께 제라펫을 추천드립니다. 제주도의 아름다운 자연과 함께, 반려동물과의 소중한 시간을 더욱 특별하게 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/97c27fd4-4f9e-4622-8132-af9579933b4d.jpg
CNTS_200000000012469,제로스테이션,제주특별자치도 제주시 산지로 25 2층,"전시회, 박물관 등 문화시설",#예술적영감 #창의력폭발 #현대미술의향연 #감각적인경험 #문화적충격 #시대의흐름 #감상에잠기다 #영혼의울림 #예술의심장 #지적쾌락 #미적감각 #독창적인공간 #몰입의시간 #창작의열기 #감성의바다,"['평일: 10:30~18:00', '주말: 10:30~18:00']",(+82) 064-702-1947,,,"제로스테이션은 제주도의 아름다운 자연과 문화가 어우러진 독특한 문화 공간입니다. 이곳에서는 다양한 예술 전시와 창작 활동을 경험하실 수 있으며, 제주만의 특별한 분위기를 느끼실 수 있습니다. 방문하시면 제주도의 예술적 영감을 듬뿍 받을 수 있는 기회를 누리실 것입니다. 제로스테이션은 여행 중 휴식을 취하며 창의적인 에너지를 충전할 수 있는 이상적인 장소입니다. 제주도의 아름다움을 더욱 깊이 체험하고 싶으시다면, 제로스테이션을 꼭 방문해 보시길 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/17/0aa6de13-b11d-4160-ba98-e2ffb3cb9e18.jpg
CNTS_200000000015199,제이앤승마클럽,제주특별자치도 제주시 해안마을7길 211,레저스포츠,#자유로운영혼 #자연과조화 #말과함께 #평온한마음 #모험의시작 #에너지충전 #대자연속으로 #힐링여행 #마음의안식처 #감동적인순간 #소중한추억 #자연속힐링 #활기찬하루 #행복한기억 #자연속평화,"['평일: 10:00~21:00', '주말: 10:00~21:00']",(+82) 010-9082-2866,,유료,"제이앤승마클럽은 제주에서 자연과 교감하며 특별한 경험을 할 수 있는 곳입니다. 드넓은 초원에서 말과 함께하는 승마 체험은 일상의 스트레스를 잊게 해줍니다. 초보자도 쉽게 배울 수 있는 친절한 강습과 안전한 시설이 준비되어 있어 안심하고 즐기실 수 있습니다. 또한, 승마를 마친 후에는 주변의 아름다운 풍경을 감상하며 산책을 즐기기에 좋은 장소입니다. 제주 여행의 특별한 추억을 만들고 싶으시다면 제이앤승마클럽을 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/56721adc-5434-4c1f-ae65-0b6602d03290.jpg
CNTS_300000000012795,제이원카트클럽,제주특별자치도 제주시 연북로 424,레저스포츠,#아찔한체험 #속도감 #스릴만점 #짜릿한순간 #흥분되는경험 #액티브라이프 #에너지충전 #모험심자극 #잔뜩긴장 #심장쫄깃 #흥미진진 #강렬한체험 #손에땀 #활력넘치는 #끝없는도전,"['평일: 10:00~19:00', '주말: 10:00~19:00']",(+82) 064-805-8060,,"유료,1인승 18,900원, 2인승 23,900원, 1인승 카트+양궁 22,900원, 2인승 카트+양궁 34,900원, 양궁 소인 5,000원(13발), 양궁 대인 7,000원(13발), *인터넷 예매 시 할인","제이원카트클럽은 짜릿한 스피드와 함께 짜릿한 레이싱 경험을 선사하는 곳입니다. 아름다운 제주 자연을 배경으로 다양한 코스를 즐기실 수 있으며, 초보자부터 숙련자까지 모두가 만족할 수 있는 카트 체험을 제공합니다. 최신 카트 장비와 안전한 트랙이 준비되어 있어 가족, 친구, 연인과 함께 특별한 추억을 쌓기에 최적의 장소입니다. 카트 레이싱 외에도 다양한 부대시설과 편의시설이 마련되어 있어 편안하고 즐거운 시간을 보낼 수 있습니다. 제이원카트클럽에서 활기찬 하루를 만끽해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202310/13/87dfae00-d299-4c4c-9d5a-fa9f4e7e73bc.jpg
CNTS_300000000012703,제이펜션,제주특별자치도 서귀포시 안덕면 화순서서로64번길 20,자연관광지,#평온한휴식 #자연과함께 #숨겨진보석 #리프레시 #마음의안식처 #힐링스팟 #자연속의쉼터 #조용한여행 #아늑한분위기 #편안한시간 #일상의탈출 #자연친화적 #기분좋은산책 #편안한쉼터 #자연속의평화,,(+82) 064-794-6789,"공용주차장,화장실,무료 WIFI,유도 및 안내시설",,"제이펜션에 오신 것을 환영합니다. 이곳은 아름다운 자연경관과 평화로운 분위기로 유명한 곳입니다. 푸른 바다와 푸른 하늘이 어우러진 풍경은 마음을 편안하게 해드릴 것입니다. 주변에는 산책로와 자전거 도로가 잘 정비되어 있어 자연 속에서 여유로운 시간을 보낼 수 있습니다. 또한, 근처에는 맛있는 현지 음식을 맛볼 수 있는 레스토랑과 카페들이 많이 있어 제주도의 다양한 미식을 즐기실 수 있습니다. 제이펜션에서 편안하고 행복한 여행 되시길 바랍니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/18/924ed9ce-d95f-4eda-8523-5000d85fd1ed.jpg
CNTS_200000000015165,제이홀스클럽,제주특별자치도 제주시 월산남길 284,레저스포츠,#여유로운시간 #자연과함께 #평온한하루 #힐링여행 #낙원의기억 #자연속힐링 #휴식의시간 #초록의풍경 #자연속에서 #마음의안식 #자연의포근함 #편안한쉼터 #자연과교감 #여유로운공간 #자연의숨결,"['평일: 10:00~18:00', '주말: 10:00~18:00']",(+82) 0507-1323-3608,,유료,"제이홀스클럽은 제주에서 말과 함께하는 특별한 경험을 제공합니다. 푸른 초원에서 느끼는 자유로움과 함께, 전문적인 말타기 체험을 즐기실 수 있습니다. 특히, 말과의 교감을 통해 자연과 하나되는 소중한 시간을 보낼 수 있습니다. 클럽 내부에는 다양한 편의시설이 마련되어 있어 편안한 휴식을 취하실 수 있으며, 가족 단위 여행객들에게도 안성맞춤입니다. 제주 특유의 아름다운 풍경을 배경으로, 잊지 못할 추억을 만들어 보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/0d48e80d-da64-4074-af50-61eb4bf867d2.jpg
CNTS_000000000022173,제주 더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,자연관광지,#풍요로운자연 #청정에너지 #신선한공기 #자연치유 #감성자극 #심신안정 #자연속휴식 #새로운발견 #자연속치유 #생기넘치는 #힐링여행 #자연의신비 #생태체험 #자연속여유 #자연의선물,"['평일: 06:30~19:00', '주말: 06:30~19:00']",(+82) 010-9896-3615,"공용주차장,화장실",,"제주 더팔팔농장은 자연과 함께하는 여유로운 시간을 선사하는 곳입니다. 다양한 농작물과 신선한 제주 특산물을 직접 체험하고 맛보실 수 있습니다. 특히, 사계절 내내 아름다운 풍경이 펼쳐져 있어 사진 촬영에도 최적입니다. 가족, 친구, 연인과 함께 소중한 추억을 만들기에 안성맞춤인 이곳에서 제주도의 풍부한 자연을 만끽해 보세요. 친절한 안내와 다양한 체험 프로그램이 준비되어 있어 모든 방문객들께 특별한 하루를 선물해 드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ed1477be-9005-4734-9177-e4401e541fdb.jpg
CNTS_300000000015880,제주 샘주,제주특별자치도 제주시 애월읍 애원로 283,자연관광지,#잔잔한기쁨 #여유로운시간 #풍요로운자연 #평온한마음 #고즈넉한풍경 #힐링의시간 #자연과함께 #숨쉬는자연 #감성여행 #편안한쉼터 #아름다운기억 #마음의여유 #잊지못할경험 #따스한햇살 #조용한행복,"['평일: 09:30~18:00', '주말: 09:30~18:00']",(+82) 064-799-4225,,유료,"제주 샘주는 제주도에서 전통적인 제주 술을 제작하는 곳으로 유명합니다. 이곳에서는 제주 고유의 맛과 향을 간직한 다양한 술을 만나보실 수 있습니다. 특히, 감귤을 비롯한 제주 특산 재료를 사용하여 특별한 맛을 내는 술들을 경험하실 수 있습니다. 방문객들은 술 제작 과정을 직접 체험하며 전통적인 방법으로 술이 만들어지는 과정을 배울 수 있습니다. 또한, 샘주의 넓은 정원과 아름다운 자연 환경은 여유로운 시간을 보내기에 안성맞춤입니다. 제주 여행 중 특별한 추억을 남기고 싶으시다면, 제주 샘주를 꼭 방문해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/c1727314-a37c-4c1a-a48c-48410708b955.jpg
CNTS_000000000022380,제주 이호털보 배낚시,제주시 테우해안로 146,레저스포츠,#설레는출항 #바다의바람 #낚시의묘미 #조용한휴식 #해양생태계 #물고기잡기 #자연속의휴식 #바다와함께 #낚시여행 #바다향기 #해양체험 #서서히다가오는행복 #고요한바다 #포근한분위기 #낚시의즐거움,"['평일: 05:00~22:00', '주말: 05:00~22:00']",(+82) 064-743-1287,"공용주차장,현금결제,카드결제,화장실",,"제주 이호털보 배낚시는 제주에서 특별한 낚시 체험을 제공하는 명소입니다. 이곳에서는 전문적인 장비와 친절한 가이드의 도움을 받아 초보자도 쉽게 배낚시를 즐기실 수 있습니다. 바다 위에서 느끼는 제주 바람과 맑은 물 속에서 만나는 다양한 어종들은 잊지 못할 추억을 선사합니다. 또한, 낚시 후 바로 신선한 해산물을 맛볼 수 있는 기회도 놓치지 마세요. 제주에서의 색다른 경험을 원하신다면 제주 이호털보 배낚시를 꼭 방문해 보시길 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e24b16cd-f7af-40c8-819a-7f07b919664e.jpg
CONT_000000000500534,제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,자연관광지,#자연속의쉼터 #평온한휴식 #자유로운기분 #새로움의발견 #기분좋은바람 #아름다운풍경 #자연과함께 #힐링캠핑 #편안한시간 #맑은공기 #풍요로운자연 #여유로운하루 #감성캠핑 #자연의소리 #바쁜일상탈출,"['평일: 09:00~18:00', '주말: 09:00~18:00']",(+82) 0507-1421-5515,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,"제주 카카오캠핑은 자연과 어우러진 아름다운 캠핑장으로, 여행자분들께 독특하고 편안한 캠핑 경험을 선사합니다. 넓은 캠핑 사이트와 현대적인 편의시설을 갖추고 있어 가족, 친구와 함께 소중한 추억을 쌓기에 최적의 장소입니다. 아침에는 신선한 공기와 함께 산책을 즐기고, 저녁에는 별빛이 쏟아지는 하늘 아래에서 바비큐 파티를 즐길 수 있습니다. 주변에는 다양한 관광 명소와 맛집이 있어 여행의 즐거움을 더해줍니다. 제주 카카오캠핑에서 특별한 자연 속 휴식을 만끽해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f01212ec-74d1-4b13-b251-c2536e73d4d8.jpg
CNTS_300000000015881,제주 캘리아트,제주특별자치도 제주시 남성로23길 6,"전시회, 박물관 등 문화시설",#예술적영감 #창의력충전 #감성여행 #몰입의시간 #색다른경험 #예술의향기 #문화공감 #휴식과재충전 #감각적인장소 #마음의안식처 #예술과소통 #색감의향연 #독특한체험 #문화적발견 #새로운시선,"['평일: 09:30~20:00', '주말: 09:30~20:00']",(+82) 010-2420-3585,,유료,"제주 캘리아트는 제주도의 아름다움을 담은 예술과 문화를 즐길 수 있는 특별한 공간입니다. 이곳에서는 제주도 출신 예술가들의 작품을 감상할 수 있으며, 다양한 예술 워크숍과 체험 프로그램도 제공되어 방문객들에게 색다른 경험을 선사합니다. 또한, 갤러리 내부의 아늑한 분위기와 제주 자연을 배경으로 한 예술 작품들은 힐링과 영감을 동시에 제공합니다. 제주를 사랑하는 분들께 강력히 추천드리는 장소입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/11dad76e-e560-491d-85de-d3c5619bf46a.jpg
CNTS_200000000015201,제주 토이 승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,레저스포츠,#매혹적인체험 #생동감넘치는 #동물과의교감 #자연속의여유 #평화로운시간 #아이와함께 #자연과친해지기 #색다른경험 #감성여행 #순수한기쁨 #힐링장소 #행복한추억 #즐거운활동 #신비로운경험 #따뜻한기억,"['평일: 09:00~17:30', '주말: 09:00~17:30']",(+82) 0507-1417-0357,,유료,"제주 토이 승마장은 자연과 하나 되는 특별한 승마 체험을 제공하는 곳입니다. 이곳에서는 아름다운 제주 풍경을 배경으로 말과 교감하며 승마를 즐길 수 있습니다. 가족 단위 여행객이나 연인들이 함께 방문하여 특별한 추억을 만들기에 이상적인 장소입니다. 숙련된 강사진이 함께하여 초보자도 안심하고 승마를 체험할 수 있으며, 다양한 프로그램이 준비되어 있어 연령에 상관없이 누구나 즐길 수 있습니다. 제주 여행의 색다른 즐거움을 더해줄 제주 토이 승마장에서 잊지 못할 경험을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/45abec23-50f5-4f84-aee7-9e1f72ea9ba9.jpg
CONT_000000000500576,제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",레저스포츠,#짜릿한경험 #하늘을날다 #자유로운기분 #끝없는모험 #아드레날린폭발 #풍경의즐거움 #절경감상 #두근두근 #스릴만점 #눈부신자연 #하늘의감동 #새로운시도 #도전정신 #하늘산책 #독특한경험,"['평일: 10:00~17:00', '주말: 09:00~16:00']",(+82) 0507-1393-2633,,,"제주 패러글라이딩 스쿨은 제주에서 하늘을 나는 꿈을 현실로 만들어 드리는 곳입니다. 이곳에서는 전문 강사진의 지도 아래 안전하게 패러글라이딩을 체험하실 수 있습니다. 아름다운 제주 풍경을 하늘에서 내려다보는 특별한 경험은 잊지 못할 추억이 될 것입니다. 초보자부터 경험자까지 모두 즐길 수 있는 다양한 프로그램이 마련되어 있으니, 제주 여행 중 꼭 한 번 방문해보시길 추천드립니다. 자연과 하나 되는 짜릿한 순간을 느껴보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7e8c9f48-0b2a-4f71-8c94-afa3bf69d6a7.jpg
CNTS_300000000015879,제주가구공방,제주특별자치도 제주시 도련6길 75,"전시회, 박물관 등 문화시설",#따뜻한환대 #현지문화체험 #편안한분위기 #새로운발견 #소소한행복 #차분한시간 #공예의매력 #고요한체험 #정성이담긴작품 #손끝의예술 #감각적인공간 #창의적시간 #개성있는여행 #작은기쁨 #감정의발견,"['평일: 09:00~18:00', '주말: 09:00~18:00']",(+82) 0507-1399-3004,,유료,"제주가구공방은 제주도 여행 중 특별한 경험을 원하시는 분들께 강력히 추천드립니다. 이곳은 전통과 현대가 조화롭게 어우러진 가구들을 직접 만나보고, 체험할 수 있는 장소입니다. 공방 내부는 따뜻하고 아늑한 분위기로 꾸며져 있어, 편안한 시간을 보내실 수 있습니다. 또한, 다양한 목재와 도구를 사용하여 자신만의 가구를 만드는 체험 프로그램도 제공하고 있어, 여행의 소중한 추억을 더욱 특별하게 만들어드립니다. 가족, 친구, 연인과 함께 즐거운 시간을 보내기에 안성맞춤인 제주가구공방에서 잊지 못할 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/02577601-721c-4224-b50d-50dde43c2022.jpg
CNTS_200000000014271,제주개 생활연구소,제주특별자치도 제주시 한경면 녹차분재로 502,"전시회, 박물관 등 문화시설",#평온한기분 #행복한순간 #잔잔한여유 #특별한만남 #따뜻한마음 #편안한쉼터 #안락한분위기 #정겨운감정 #힐링여행 #감성충전 #마음의여유 #조용한시간 #온화한기운 #소박한아름다움 #차분한하루,"['평일: 10:00~18:30', '주말: 10:00~18:30']",(+82) 0507-1480-5021,"공용주차장,화장실,무료 WIFI",,"제주개 생활연구소는 제주도의 독특한 문화와 자연을 체험할 수 있는 특별한 장소입니다. 이곳에서는 제주도의 고유한 개, 제주개에 대해 깊이 있는 연구와 보존 활동을 하고 있으며, 방문객들은 제주개의 역사와 특성을 배울 수 있습니다. 또한, 다양한 체험 프로그램과 직접 교감할 수 있는 기회가 제공되어 가족 단위 여행객에게도 큰 인기를 끌고 있습니다. 제주도의 아름다운 자연과 함께 특별한 추억을 만들고 싶은 분들께 강력히 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/14/45f5dfe9-beea-4a2f-923f-693d95f0ad48.jpg
CONT_000000000500537,제주교육박물관,제주특별자치도 제주시 오복 4길 25,"전시회, 박물관 등 문화시설",#교육의향기 #역사속으로 #마음의여유 #지식의여정 #문화탐방 #시간의흐름 #지혜의발견 #감성여행 #배움의기쁨 #지적충만 #사색의시간 #역사여행 #기억의조각 #전통의미학 #고요한감동,"['평일: 09:00~18:00', '주말: 09:00~18:00']",(+82) 064-720-9114,"공용주차장,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",무료,"제주교육박물관은 제주도의 풍부한 교육 역사와 문화를 한눈에 살펴볼 수 있는 특별한 공간입니다. 박물관 내부에는 제주 교육의 변천사를 보여주는 다양한 전시물이 있으며, 옛 학교의 모습을 재현한 공간도 마련되어 있어 과거의 교실 분위기를 체험할 수 있습니다. 또한, 제주 전통 놀이와 교육 자료를 직접 경험할 수 있는 체험 프로그램도 다채롭게 준비되어 있어 방문객들에게 잊지 못할 추억을 선사합니다. 가족 단위 방문객이나 교육에 관심 있는 분들께 특히 추천드리는 곳입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e02a114d-6c1c-42ce-8d5f-585839e6b7c8.jpg
CNTS_000000000022849,제주국제공항,제주특별자치도 제주시 공항로 2,자연관광지,#설레는여정 #기대감넘치는 #첫발걸음 #여행의시작 #환영하는기분 #모험의시작 #새로운만남 #두근거리는마음 #출발의설렘 #여행준비완료 #여행의첫걸음 #여정의시작 #새로운출발 #여행의문 #출발선,,,,,"제주국제공항은 한국의 아름다운 섬, 제주도의 관문입니다. 공항에서 나오시면 제주도의 독특한 자연경관과 풍부한 문화유산을 바로 느끼실 수 있습니다. 해안도로를 따라 펼쳐지는 푸른 바다와 한라산의 웅장한 자태는 여러분의 눈을 사로잡을 것입니다. 또한, 제주도는 다양한 해양활동과 맛있는 로컬 음식으로 유명합니다. 감귤체험, 오름 트레킹, 그리고 신선한 해산물 요리는 잊지 못할 추억을 선사합니다. 제주국제공항을 시작으로 아름다운 제주도 여행을 만끽해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3fa2f9a0-7dc6-4d9f-b2d8-ab8730a21569.jpg
CNTS_000000000019003,제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,"전시회, 박물관 등 문화시설",#예술의향기 #창의적인영감 #문화적경험 #감각적인만남 #독창적인여정 #예술과함께 #감동의순간 #예술적인분위기 #문화의향연 #감성적인여행 #예술적충전 #문화의보고 #창작의시간 #예술가의꿈 #문화적힐링,,(+82) 010-4696-8799,공용주차장,,"제주국제예술센터는 제주도의 아름다운 자연과 예술이 만나는 특별한 공간입니다. 이곳에서는 다양한 예술 전시회와 공연을 통해 세계 각국의 문화와 예술을 체험하실 수 있습니다. 현대미술부터 전통예술까지 폭넓은 작품들이 전시되어 있어, 예술을 사랑하는 분들에게는 그야말로 예술의 향연입니다. 센터 내부의 아름다운 건축물과 조경은 방문객들에게 편안함과 감동을 선사합니다. 제주국제예술센터에서 예술과 자연이 함께 어우러지는 특별한 시간을 보내보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/37f5a672-0041-415b-a7a8-eb39bbd725cd.jpg
CONT_000000000500540,제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,"전시회, 박물관 등 문화시설",#평화로운분위기 #역사의흐름 #깊은감동 #문화탐방 #정신적휴식 #감성여행 #조용한감탄 #마음의안식 #배움의길 #지식의보물창고 #진지한사색 #평화의상징 #문화적풍요 #역사적통찰 #영감의장소,"['평일: 09:00~18:00', '주말: 09:00~18:00']",(+82) 064-735-6550,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터","유료,개인: 성인(20~64세) 1,500원, 청소년(8~19세)1,000원, 단체(10인 이상): 성인1,000원, 청소년 500원, 경로/제주도민/장애인 무료(증빙서류 지참필수)","제주국제평화센터는 평화와 화합을 주제로 한 다양한 전시와 프로그램을 통해 세계 평화의 중요성을 전달하는 특별한 공간입니다. 이곳은 다양한 평화 관련 자료와 역사적 사건들을 통해 방문자들에게 깊은 감동을 선사합니다. 전시관 외에도 여러 체험 프로그램이 마련되어 있어 가족 단위 방문객들에게도 큰 인기를 끌고 있습니다. 또한, 아름다운 제주 자연과 어우러진 센터의 경관은 방문객들에게 잊지 못할 추억을 선사합니다. 평화의 메시지를 느끼며 제주 여행의 의미를 더해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0de9a5a8-28be-4e30-ae14-49111fdadcfb.jpg
CNTS_000000000022469,제주글램핑,제주특별자치도 제주시 구좌읍 중산간동로 1921,자연관광지,#자연속쉼터 #청량감넘치는 #휴식의시간 #자연과의조화 #평화로운분위기 #감각적인여행 #마음의평온 #잊지못할추억 #자연의소리 #편안한휴식 #자연과함께 #감성힐링 #리프레시타임 #감동적인경험 #자연속의즐거움,,(+82) 064-784-3200,"공용주차장,현금결제,카드결제,화장실,편의점,유도 및 안내시설,경보 및 피난시설",,"제주글램핑은 자연과 함께하는 특별한 휴식을 선사하는 곳입니다. 고급스러운 글램핑 시설에서 편안한 잠자리를 제공하며, 주변의 아름다운 자연 경관과 어우러져 일상의 스트레스를 잊게 합니다. 이곳에서는 바비큐를 즐기며 가족, 친구들과의 소중한 시간을 보낼 수 있습니다. 또한, 근처의 다양한 관광 명소를 쉽게 방문할 수 있어 제주도의 매력을 한껏 느낄 수 있습니다. 제주글램핑에서의 특별한 하루는 평생 잊지 못할 추억이 될 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3610f094-59e6-48b2-b566-1fd1f67ef8ae.jpg
